generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
8000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0511105,-0.000164232,8.48583e-005,0
8000,Xantusia_bolsonae,NA,282.165,0.101844,0.0265995,0.30597,0
8000,Macrocalamus_tweediei,Symphimus_leucostomus,287.813,2.46856,0.00247414,0.631136,0
8500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0509405,-0.000164232,0.000113393,0
8500,Macrocalamus_tweediei,Symphimus_leucostomus,288.296,1.53144,-0.0168938,0.128045,0
9000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0509405,-0.000164232,7.49782e-005,0
9000,Macrocalamus_tweediei,Symphimus_leucostomus,288.33,1.05362,-0.100459,0.00798603,0
9500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0509405,-0.000164232,4.28999e-005,0
9500,Macrocalamus_tweediei,Symphimus_leucostomus,288.021,1.123,-0.000289025,0.0880874,0
10000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0244822,0.0276942,0.00012781,0
10000,Macrocalamus_tweediei,Symphimus_leucostomus,288.45,2.82562,0.0016208,2.45818,0
10500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0244822,0.0722492,3.14425e-005,0
10500,Macrocalamus_tweediei,Symphimus_leucostomus,288.535,2.71928,-0.0483818,0.520169,0
11000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0244382,0.0272144,4.57211e-005,0
11000,Macrocalamus_tweediei,Symphimus_leucostomus,288.681,1.62181,-0.023525,0.224702,0
11500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0245744,0.0412372,7.34202e-005,0
11500,Macrocalamus_tweediei,Symphimus_leucostomus,286.575,1.81134,0.0185785,0.729554,0
12000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0245744,0.0214564,7.17507e-005,0
12000,Macrocalamus_tweediei,Symphimus_leucostomus,288.064,0.753368,0.0212528,0.326162,0
12500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0242514,0.0306384,0.000118446,0
12500,Macrocalamus_tweediei,Symphimus_leucostomus,282.834,0.742499,-0.0208525,0.237766,0
13000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0245448,0.0282927,4.9942e-005,0
13000,Macrocalamus_tweediei,Symphimus_leucostomus,287.761,3.43348,0.00893438,1.4174,0
13500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0247541,0.0169395,3.20747e-005,0
13500,Macrocalamus_tweediei,Symphimus_leucostomus,283.961,1.28519,0.0520387,1.37593,0
14000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0247541,0.050984,0.000161336,0
14000,Macrocalamus_tweediei,Symphimus_leucostomus,285.793,2.48791,0.0223598,3.24562,0
14500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0242159,0.0296806,1.1861e-005,0
14500,Macrocalamus_tweediei,Symphimus_leucostomus,287.218,1.03268,-0.0435792,0.249154,0
15000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0504914,-0.000164232,5.40845e-005,0
15000,Macrocalamus_tweediei,Symphimus_leucostomus,288.716,2.00002,-0.0464674,0.37945,0
15500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0504914,-0.000164232,8.34131e-005,0
15500,Macrocalamus_tweediei,Symphimus_leucostomus,288.598,1.62418,0.00061918,0.262716,0
16000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0504663,-0.000164232,0.000127907,0
16000,Macrocalamus_tweediei,Symphimus_leucostomus,283.317,3.01638,0.0112046,2.52811,0
16500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0516811,-0.000164232,3.77413e-005,0
16500,Macrocalamus_tweediei,Symphimus_leucostomus,285.744,1.10999,-0.0330937,0.648511,0
17000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0514045,-0.000164232,0.000218074,0
17000,Macrocalamus_tweediei,Symphimus_leucostomus,287.038,1.91992,-0.0284667,0.413006,0
17500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0515278,-0.000164232,5.05821e-005,0
17500,Macrocalamus_tweediei,Symphimus_leucostomus,286.487,2.03484,0.0171435,0.255105,0
18000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0245584,0.0264347,3.00519e-005,0
18000,Macrocalamus_tweediei,Symphimus_leucostomus,288.079,3.23853,0.0235935,2.52034,0
18500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0242939,0.0189957,0.000231424,0
18500,Macrocalamus_tweediei,Symphimus_leucostomus,288.617,1.48214,0.0582829,0.607549,0
19000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0246057,0.0332062,0.000118418,0
19000,Macrocalamus_tweediei,Symphimus_leucostomus,288.418,1.81494,-0.113429,0.00330848,0
19500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0246057,0.0476815,1.59907e-005,0
19500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,286.051,1.13133,-0.0299394,0.453863,0
20000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0244388,0.0330815,6.08887e-005,0
20000,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,282.645,1.0326,0.0185952,0.8545,0
20500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0244388,0.0276984,8.03917e-005,0
20500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,286.124,1.26892,0.0199788,0.662062,0
21000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0246057,0.0206429,3.55031e-005,0
21000,Melanophidium_punctatum,Melanophidium_bilineatum,289.123,0.583992,0.0121651,0.678324,0
21000,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,286.306,1.18192,-0.0482237,0.303933,0
21000,Diploderma_yunnanense,Diploderma_flavilabre,281.445,0.36677,0.0179544,0.0890845,0
21000,Ptyctolaemus_gularis,NA,286.776,0.660686,0.0131564,1.24418,0
21500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0246057,0.0750046,0.000154204,0
21500,Melanophidium_punctatum,Melanophidium_bilineatum,286.287,1.09376,0.0836443,0.403455,0
21500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,282.896,1.49431,0.0377688,1.43801,0
21500,Diploderma_yunnanense,Diploderma_swinhonis,274.642,0.387846,0.00499404,0.166037,0
22000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0246057,0.022525,4.49056e-005,0
22000,Melanophidium_punctatum,Melanophidium_bilineatum,278.828,0.769562,0.0325633,0.9976,0
22000,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,286.537,1.78557,-0.0302122,0.742896,0
22000,Diploderma_yunnanense,Diploderma_swinhonis,275.755,0.262468,0.0314167,0.0594004,0
22500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0246057,0.0316301,2.35337e-005,0
22500,Melanophidium_punctatum,Melanophidium_bilineatum,289.024,2.37185,-0.029479,1.12274,0
22500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,286.456,1.4194,-0.0402527,0.0319872,0
22500,Diploderma_yunnanense,Diploderma_swinhonis,276.914,0.237156,0.0657634,0.00651087,0
23000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0505469,-0.000164232,4.66571e-005,0
23000,Uropeltis_madurensis,Uropeltis_petersi,278.48,0.528568,-0.0491547,0.105783,0
23000,Macrocalamus_tweediei,Symphimus_leucostomus,287.281,1.63069,0.00838189,0.0278235,0
23000,Rhadinaea_myersi,Rhadinaea_vermiculaticeps,287.401,0.733572,-0.082992,0.895277,0
23000,Diploderma_yunnanense,Diploderma_swinhonis,277.905,0.332938,0.000891506,0.0379348,0
23500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0505469,-0.000164232,2.52545e-005,0
23500,Uropeltis_madurensis,Uropeltis_ellioti,262.151,0.176201,0.0420496,0.0871571,0
23500,Macrocalamus_tweediei,Symphimus_leucostomus,288.503,1.3612,0.0168208,0.0273483,0
23500,Rhadinaea_fulvivittis,Rhadinaea_myersi,278.42,1.42023,-0.0233035,1.15766,0
23500,Diploderma_yunnanense,Diploderma_swinhonis,273.343,0.524811,-0.00620384,0.0875588,0
24000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0505469,-0.000164232,7.53615e-005,0
24000,Uropeltis_madurensis,Uropeltis_ellioti,268.895,0.270956,0.00499681,0.303895,0
24000,Macrocalamus_tweediei,Symphimus_leucostomus,286.954,1.92693,-0.0695271,0.395294,0
24000,Rhadinaea_myersi,Rhadinaea_vermiculaticeps,286.612,1.3987,-0.00129516,1.13496,0
24000,Diploderma_yunnanense,Diploderma_swinhonis,270.584,0.447532,0.00682653,0.448013,0
24500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0505469,-0.000164232,9.53963e-005,0
24500,Uropeltis_madurensis,Uropeltis_petersi,277.219,0.426578,-0.00890651,0.105669,0
24500,Macrocalamus_tweediei,Symphimus_leucostomus,288.686,2.22788,-0.00781481,1.59469,0
24500,Rhadinaea_myersi,Rhadinaea_vermiculaticeps,288.169,0.510414,0.0707115,1.00373,0
24500,Diploderma_yunnanense,Diploderma_swinhonis,267.839,0.439067,0.00649562,0.301076,0
25000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0496551,-1.61679e-005,0.000171879,0
25000,Macrocalamus_tweediei,Symphimus_leucostomus,288.159,1.41078,-0.0543509,1.10958,0
25000,Diploderma_fasciatum,Diploderma_splendidum,253.739,0.739533,-0.00643088,0.576205,0
25500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0496551,-1.61679e-005,5.87732e-005,0
25500,Macrocalamus_tweediei,Symphimus_leucostomus,286.238,1.09254,-0.0657872,0.841888,0
25500,Diploderma_fasciatum,Diploderma_splendidum,252.557,0.661739,-0.00647934,0.501562,0
26000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0247596,0.0205506,1.38033e-005,0
26000,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,286.17,1.46857,0.0230731,1.62352,0
26000,Diploderma_fasciatum,Diploderma_donglangense,234.597,0.608782,-0.0103321,0.398878,0
26500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0247596,0.0271604,0.000148847,0
26500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,285.806,1.33458,0.0163516,0.844957,0
26500,Diploderma_fasciatum,Diploderma_donglangense,234.38,0.608782,-0.00903639,0.418082,0
27000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0516121,-0.000164232,0.000107676,0
27000,Uropeltis_madurensis,Uropeltis_ellioti,256.039,0.291634,-0.0153878,0.105177,0
27000,Macrocalamus_tweediei,Symphimus_leucostomus,288.658,2.21266,0.0299466,0.326573,0
27000,Rhadinaea_fulvivittis,Rhadinaea_myersi,280.938,0.384889,0.0151181,0.161858,0
27000,Diploderma_fasciatum,Diploderma_splendidum,254.425,0.507133,-0.000857019,0.392337,0
27500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0516121,-0.000164232,3.13818e-005,0
27500,Phyllodactylus_gerrhopygus,NA,286.383,0.665317,-0.0799605,0.6561,0
27500,Uropeltis_madurensis,Uropeltis_ellioti,268.185,0.258286,-0.00318103,0.264598,0
27500,Macrocalamus_tweediei,Symphimus_leucostomus,288.506,1.32566,0.0204951,0.273671,0
27500,Rhadinaea_myersi,Rhadinaea_vermiculaticeps,287.023,1.2288,-0.0271268,0.573754,0
27500,Diploderma_fasciatum,Diploderma_splendidum,253.058,0.489488,-0.00563282,0.373389,0
28000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513344,-0.000164232,6.54219e-005,0
28000,Phyllodactylus_gerrhopygus,NA,272.156,0.324922,-0.0537878,0.258643,0
28000,Uropeltis_madurensis,Uropeltis_ellioti,257.564,0.182048,0.00801563,0.161194,0
28000,Macrocalamus_tweediei,Symphimus_leucostomus,288.067,2.3625,0.0481786,1.61593,0
28000,Rhadinaea_myersi,Rhadinaea_vermiculaticeps,286.376,0.377525,0.0501812,0.132364,0
28000,Diploderma_fasciatum,Diploderma_splendidum,255.158,0.432792,-0.00334578,0.351069,0
28500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513344,-0.000164232,4.61602e-005,0
28500,Uropeltis_madurensis,Uropeltis_ellioti,266.918,0.124261,0.0279912,0.0513657,0
28500,Macrocalamus_tweediei,Symphimus_leucostomus,284.943,1.23888,0.0481814,1.0689,0
28500,Rhadinaea_fulvivittis,Rhadinaea_myersi,279.584,1.12212,-0.0404369,0.89167,0
28500,Diploderma_fasciatum,Diploderma_splendidum,253.83,0.449843,-0.00364813,0.32769,0
29000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513344,-0.000164232,0.000287067,0
29000,Uropeltis_madurensis,Uropeltis_ellioti,271.927,0.0880245,0.0490204,0.0477186,0
29000,Macrocalamus_tweediei,Symphimus_leucostomus,288.424,2.24033,-0.0136971,0.942223,0
29000,Rhadinaea_fulvivittis,Rhadinaea_myersi,280.62,0.340765,0.0792268,0.211401,0
29000,Diploderma_fasciatum,Diploderma_splendidum,251.383,0.500067,-0.00364813,0.470877,0
29000,Dermatemys_mawii,NA,258.631,0.137425,-0.0243479,0.1488,0
29500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513344,-0.000164232,0.000119813,0
29500,Lucasium_microplax,NA,279.453,0.0878182,-0.0105578,0.00633623,0
29500,Emoia_loyaltiensis,NA,289.796,0.269745,0.00128277,3.21985,0
29500,Uropeltis_madurensis,Uropeltis_petersi,275.937,0.172517,0.0043318,0.171398,0
29500,Macrocalamus_tweediei,Symphimus_leucostomus,288.342,0.517637,0.0838301,0.16475,0
29500,Rhadinaea_myersi,Rhadinaea_vermiculaticeps,287.986,0.624029,0.0317528,0.0921362,0
29500,Varanus_gilleni,NA,282.164,0.184391,-0.0354088,0.0700846,0
29500,Diploderma_fasciatum,Diploderma_splendidum,254.243,0.616157,0.00367054,0.562901,0
30000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0248286,0.0661847,0.000308958,0
30000,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,284.682,2.21815,-0.00870275,1.37716,0
30000,Diploderma_yunnanense,Diploderma_swinhonis,271.089,0.468427,0.00960469,0.353401,0
30500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0248286,0.050259,0.000178935,0
30500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,285.839,2.15034,-0.10023,0.571974,0
30500,Diploderma_yunnanense,Diploderma_swinhonis,267.492,0.198189,0.0690996,0.0533943,0
31000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0250974,0.0133059,6.92944e-005,0
31000,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,283.213,1.64148,-0.0366324,1.50455,0
31000,Diploderma_yunnanense,Diploderma_swinhonis,267.289,0.284506,0.024888,0.0983055,0
31500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0249686,0.0216151,0.000115691,0
31500,Dibamus_montanus,NA,280.303,0.114755,-0.0069955,0.153204,0
31500,Craspedocephalus_andalasensis,Craspedocephalus_borneensis,282.097,2.02156,0.0379292,1.70432,0
31500,Diploderma_yunnanense,Diploderma_swinhonis,258.104,0.267948,0.0630148,0.396765,0
32000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513344,-0.000280567,5.25011e-005,0
32000,Uropeltis_madurensis,Uropeltis_ellioti,271.122,0.223259,-0.0138626,0.084887,0
32000,Macrocalamus_tweediei,Symphimus_leucostomus,286.965,2.19571,0.00961539,1.00411,0
32000,Rhadinaea_fulvivittis,Rhadinaea_myersi,278.799,0.366664,-0.0415943,0.0525282,0
32000,Diploderma_fasciatum,Diploderma_splendidum,256.166,0.478755,0.00753296,0.464317,0
32500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0533562,-0.000280567,0.000177094,0
32500,Uropeltis_madurensis,Uropeltis_petersi,277.896,0.46921,-0.0522248,0.0423243,0
32500,Macrocalamus_tweediei,Symphimus_leucostomus,288.543,1.79787,-0.0659407,0.252333,0
32500,Rhadinaea_fulvivittis,Rhadinaea_myersi,278.15,0.148344,0.070711,0.362922,0
32500,Diploderma_fasciatum,Diploderma_splendidum,253.477,0.478755,0.0043348,0.515814,0
33000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0533562,-0.000280567,7.44357e-005,0
33000,Uropeltis_madurensis,Uropeltis_ellioti,268.61,0.303977,-0.00191177,0.227171,0
33000,Macrocalamus_tweediei,Symphimus_leucostomus,288.083,2.0137,-0.033532,0.284885,0
33000,Rhadinaea_fulvivittis,Rhadinaea_forbesi,253.809,0.270228,0.00692008,0.243968,0
33000,Diploderma_fasciatum,Diploderma_splendidum,249.951,0.508054,-0.00190764,0.490709,0
33500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0533562,-0.000280567,7.29841e-005,0
33500,Uropeltis_madurensis,Uropeltis_ellioti,271.177,0.196528,0.00667525,0.0786016,0
33500,Macrocalamus_tweediei,Symphimus_leucostomus,286.957,2.19922,-0.0308084,1.78814,0
33500,Coniophanes_taeniata,Rhadinaea_fulvivittis,252.031,0.150634,0.0545971,0.225469,0
33500,Diploderma_fasciatum,Diploderma_splendidum,251.187,0.445848,-0.00244498,0.392673,0
34000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0533562,-0.000280567,5.0196e-005,0
34000,Uropeltis_madurensis,Uropeltis_ellioti,270.632,0.196615,0.00290398,0.0556061,0
34000,Macrocalamus_tweediei,Symphimus_leucostomus,288.362,1.38467,0.0305118,0.633694,0
34000,Coniophanes_taeniata,Rhadinaea_fulvivittis,250.835,0.153695,0.0737689,0.210974,0
34000,Diploderma_fasciatum,Diploderma_splendidum,250.435,0.461083,0.00590683,0.360283,0
34500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0535525,-0.000280567,4.68371e-006,0
34500,Uropeltis_madurensis,Uropeltis_ellioti,254.878,0.348167,0.00290398,0.30061,0
34500,Macrocalamus_tweediei,Symphimus_leucostomus,288.019,1.54028,0.0275489,1.68212,0
34500,Amastridium_veliferum,Coniophanes_taeniata,249.118,0.13154,0.0744725,0.18836,0
34500,Diploderma_fasciatum,Diploderma_splendidum,255.046,0.469787,-0.0010363,0.505389,0
35000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.052129,-0.000280567,1.41639e-005,0
35000,Uropeltis_madurensis,Uropeltis_ellioti,270.421,0.36223,0.00794613,0.276894,0
35000,Macrocalamus_tweediei,Symphimus_leucostomus,287.523,1.91302,-0.00667334,0.267243,0
35000,Tretanorhinus_taeniatus,Sibon_nebulatus,248.076,0.101586,0.191532,0.149322,0
35000,Diploderma_fasciatum,Diploderma_splendidum,255.378,0.433073,-0.0010363,0.36902,0
35500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.052129,-0.000280567,2.62208e-005,0
35500,Uropeltis_madurensis,Uropeltis_ellioti,266.734,0.180993,0.00218578,0.0733206,0
35500,Macrocalamus_tweediei,Symphimus_leucostomus,287.202,1.68171,-0.0527069,1.14195,0
35500,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.956,0.078762,0.167324,0.093643,0
35500,Diploderma_fasciatum,Diploderma_splendidum,252.248,0.355806,0.00527921,0.307398,0
36000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.052129,-0.000280567,4.56183e-005,0
36000,Uropeltis_madurensis,Uropeltis_petersi,275.213,0.359491,-0.0546829,0.117409,0
36000,Macrocalamus_tweediei,Symphimus_leucostomus,286.967,2.14587,-0.00164427,0.4947,0
36000,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.956,0.0777136,0.193749,0.093643,0
36000,Diploderma_fasciatum,Diploderma_splendidum,250.469,0.345432,0.012412,0.467998,0
36500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0520525,-0.000280567,2.39573e-005,0
36500,Macrocalamus_tweediei,Symphimus_leucostomus,282.36,1.57765,0.0548693,1.67031,0
36500,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.908,0.0777136,0.189281,0.0908447,0
36500,Diploderma_fasciatum,Diploderma_splendidum,252.754,0.29546,0.0316431,0.45628,0
36500,Scriptosaura_catimbau,Euspondylus_caideni,256.869,0.226338,0.00184699,0.235939,0
37000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0505239,-0.000280567,0.000133589,0
37000,Macrocalamus_tweediei,Symphimus_leucostomus,288.427,2.04822,-0.017338,1.00319,0
37000,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.64,0.0777136,0.229626,0.0902612,0
37000,Diploderma_fasciatum,Diploderma_splendidum,250.151,0.301715,0.0285667,0.392694,0
37000,Scriptosaura_catimbau,Euspondylus_caideni,279.879,0.790449,0.0180652,0.975946,0
37500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.050378,-0.000280567,8.27271e-005,0
37500,Macrocalamus_tweediei,Symphimus_leucostomus,287.437,1.83321,0.000551573,1.1427,0
37500,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.64,0.0777136,0.205682,0.0860708,0
37500,Diploderma_fasciatum,Diploderma_splendidum,251.74,0.232677,0.0426653,0.216024,0
37500,Scriptosaura_catimbau,Euspondylus_caideni,282.82,1.25832,0.0775088,1.10366,0
38000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.050378,-0.000280567,2.77212e-006,0
38000,Macrocalamus_tweediei,Symphimus_leucostomus,288.505,1.94993,-0.0486636,0.276897,0
38000,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.64,0.0679039,0.194552,0.0860708,0
38000,Diploderma_fasciatum,Diploderma_splendidum,249.692,0.2605,0.0165084,0.250761,0
38000,Scriptosaura_catimbau,Euspondylus_caideni,282.957,1.46378,0.0477058,1.96213,0
38500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0506536,-0.000280567,1.04988e-005,0
38500,Macrocalamus_tweediei,Symphimus_leucostomus,286.806,2.72002,0.0149526,1.37459,0
38500,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.948,0.0616167,0.142896,0.049409,0
38500,Diploderma_fasciatum,Diploderma_splendidum,249.728,0.189455,0.00956064,0.13908,0
38500,Scriptosaura_catimbau,Euspondylus_caideni,276.716,1.04612,0.0263925,1.36783,0
38500,Kinosternon_steindachneri,NA,284.353,0.610926,-0.0044991,0.305685,0
39000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0506536,-0.000280567,1.19136e-005,0
39000,Macrocalamus_tweediei,Symphimus_leucostomus,286.994,1.86659,0.0542098,1.79851,0
39000,Tretanorhinus_taeniatus,Nothopsis_rugosus,247.185,0.060469,0.102754,0.0396661,0
39000,Diploderma_fasciatum,Diploderma_splendidum,249.84,0.190943,0.0213016,0.197947,0
39000,Euspondylus_caideni,Euspondylus_monsfumus,288.764,1.51488,0.0483823,0.402841,0
39000,Kinosternon_steindachneri,NA,288.182,0.402913,-0.0837425,1.20399,0
39500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513311,-0.000280567,0.000123551,0
39500,Macrocalamus_tweediei,Symphimus_leucostomus,288.563,1.07538,-0.0294859,1.02307,0
39500,Tretanorhinus_taeniatus,Nothopsis_rugosus,247.111,0.060469,0.215027,0.0491103,0
39500,Diploderma_fasciatum,Diploderma_splendidum,255.305,0.291232,0.0252617,0.395617,0
39500,Euspondylus_caideni,Euspondylus_monsfumus,288.452,1.80045,0.0172035,0.357691,0
40000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513311,-0.000280567,3.3242e-005,0
40000,Macrocalamus_tweediei,Symphimus_leucostomus,288.377,2.9048,-0.00424336,1.01154,0
40000,Tretanorhinus_taeniatus,Sibon_nebulatus,247.981,0.0605072,0.147452,0.0531992,0
40000,Diploderma_fasciatum,Diploderma_splendidum,254.024,0.279876,0.0899945,0.523443,0
40000,Euspondylus_caideni,Euspondylus_monsfumus,288.629,1.61786,0.113332,0.143418,0
40500,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513311,-0.000280567,5.80559e-005,0
40500,Macrocalamus_tweediei,Symphimus_leucostomus,287.264,1.24666,-0.0527775,0.294815,0
40500,Tretanorhinus_taeniatus,Nothopsis_rugosus,247.776,0.0602884,0.212807,0.0479686,0
40500,Diploderma_fasciatum,Diploderma_splendidum,256.404,0.279876,0.0714226,0.3355,0
40500,Euspondylus_caideni,Euspondylus_monsfumus,287.062,1.31371,0.107971,0.093119,0
41000,Dibamus_celebensis,Crocodylus_rhombifer,0,0.0513311,-0.000280567,2.20732e-005,0
41000,Macrocalamus_tweediei,Symphimus_leucostomus,287.316,1.89543,-0.0190417,1.41562,0
41000,Tretanorhinus_taeniatus,Nothopsis_rugosus,246.897,0.0537813,0.187652,0.0466357,0
41000,Agama_hulbertorum,NA,288.223,0.705904,-0.0383718,0.922689,0
41000,Diploderma_fasciatum,Diploderma_splendidum,254.576,0.256594,0.115646,0.339268,0
41000,Euspondylus_caideni,Euspondylus_monsfumus,287.583,1.52734,-0.038801,0.0261352,0
